username,text,hashtags
DrRajVadher,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
SapphiraElla,"Thank you @ShawnMendes for choosing to make a difference in people's life. We are very grateful for your support in India's Covid-19 battle🙏

#TogetherForIndia
#IndiaFightsCorona
#helpindiabreathe

https://t.co/ZXec34riA4",[]
perfectlydreams,"Thank you @ShawnMendes for choosing to make a difference in people's life. We are very grateful for your support in India's Covid-19 battle🙏

#TogetherForIndia
#IndiaFightsCorona
#helpindiabreathe

https://t.co/ZXec34riA4",[]
moisemust,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
jemokajack,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
DhruvChdhry,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
mageshinji,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
nishaanth_ngvs,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
marzbazz,"So grateful to my dear friend @ShawnMendes for supporting our fundraiser for @GiveIndia If anyone in Canada is struggling to donate, please swipe up and donate here https://t.co/SBfWouh6X7 #helpindiabreathe",[]
aasif0888,"We will try our best to help you out. Spread the word.
#SOSDelhi #helpindiabreathe","[{'text': 'SOSDelhi', 'indices': [55, 64]}, {'text': 'helpindiabreathe', 'indices': [65, 82]}]"
Suckerfor_N_J_K,"Thank you @ShawnMendes for choosing to make a difference in people's life. We are very grateful for your support in India's Covid-19 battle🙏

#TogetherForIndia
#IndiaFightsCorona
#helpindiabreathe

https://t.co/ZXec34riA4",[]
ProudIslander80,"So grateful to my dear friend @ShawnMendes for supporting our fundraiser for @GiveIndia If anyone in Canada is struggling to donate, please swipe up and donate here https://t.co/SBfWouh6X7 #helpindiabreathe",[]
Lei_Bangtan,"@ShawnMendes @JayShettyIW @IndiasporaForum Thank you @ShawnMendes for choosing to make a difference in people's life. We are very grateful for your support in India's Covid-19 battle🙏

#TogetherForIndia
#IndiaFightsCorona
#helpindiabreathe",[]
DanishA41208156,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
rajmoreoo,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
305FAIRYTALES,"So grateful to my dear friend @ShawnMendes for supporting our fundraiser for @GiveIndia If anyone in Canada is struggling to donate, please swipe up and donate here https://t.co/SBfWouh6X7 #helpindiabreathe",[]
rash_is_me,"So grateful to my dear friend @ShawnMendes for supporting our fundraiser for @GiveIndia If anyone in Canada is struggling to donate, please swipe up and donate here https://t.co/SBfWouh6X7 #helpindiabreathe",[]
GiveIndia,"@ShawnMendes @JayShettyIW @IndiasporaForum Thank you @ShawnMendes for choosing to make a difference in people's life. We are very grateful for your support in India's Covid-19 battle🙏

#TogetherForIndia
#IndiaFightsCorona
#helpindiabreathe","[{'text': 'TogetherForIndia', 'indices': [185, 202]}, {'text': 'IndiaFightsCorona', 'indices': [203, 221]}, {'text': 'helpindiabreathe', 'indices': [222, 239]}]"
JayShettyIW,"So grateful to my dear friend @ShawnMendes for supporting our fundraiser for @GiveIndia If anyone in Canada is struggling to donate, please swipe up and donate here https://t.co/SBfWouh6X7 #helpindiabreathe","[{'text': 'helpindiabreathe', 'indices': [189, 206]}]"
nesbeth_rani,"Thank you @ShawnMendes for choosing to make a difference in people's life. We are very grateful for your support in India's Covid-19 battle🙏

#TogetherForIndia
#IndiaFightsCorona
#helpindiabreathe

https://t.co/ZXec34riA4",[]
S0NGF0RLIVIA,"Thank you @ShawnMendes for choosing to make a difference in people's life. We are very grateful for your support in India's Covid-19 battle🙏

#TogetherForIndia
#IndiaFightsCorona
#helpindiabreathe

https://t.co/ZXec34riA4",[]
GiveIndia,"Thank you @ShawnMendes for choosing to make a difference in people's life. We are very grateful for your support in India's Covid-19 battle🙏

#TogetherForIndia
#IndiaFightsCorona
#helpindiabreathe

https://t.co/ZXec34riA4","[{'text': 'TogetherForIndia', 'indices': [142, 159]}, {'text': 'IndiaFightsCorona', 'indices': [160, 178]}, {'text': 'helpindiabreathe', 'indices': [179, 196]}]"
rabtecho,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
JuolayZiyaad,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
keithsmydad,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
JooCarr60223681,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
TaehyungCanada,"@Kindness4Tae @GlobalGiving @BTS_twt As always, thank you for your generosity ❤️
#helpindiabreathe","[{'text': 'helpindiabreathe', 'indices': [81, 98]}]"
23rohitsingh,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
lilleensgravity,"We're ending our #TeamSuperFamilyTime by encouraging you all to get involved! @Lilly will be joining @JayShettyIW tomorrow to #helpindiabreathe. Let's join, support, and help in anyway we can #TeamSuper ❤️ https://t.co/WVI8eDeESd","[{'text': 'TeamSuperFamilyTime', 'indices': [37, 57]}]"
EMinjoxi,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ArturKhan3,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
VipulJa77,"The #System is exposed &amp; in panic. We have to come together to tide over this crisis.
#MaskUpIndia #helpindiabreathe #FightAgainstCOVID19 https://t.co/COVMvuIWgA","[{'text': 'System', 'indices': [21, 28]}, {'text': 'MaskUpIndia', 'indices': [107, 119]}, {'text': 'helpindiabreathe', 'indices': [120, 137]}]"
KeshavS55940487,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
docpintor,"It’s a scam.
#fake #scam #scammers #SpreadTheWord #BreakTheChain #IMANAISFAKE #imanacares #imanacaresisfake #helpindiabreathe #DonatePlasmaSaveLives https://t.co/5FCsov1WPc","[{'text': 'fake', 'indices': [31, 36]}, {'text': 'scam', 'indices': [37, 42]}, {'text': 'scammers', 'indices': [43, 52]}, {'text': 'SpreadTheWord', 'indices': [53, 67]}, {'text': 'BreakTheChain', 'indices': [68, 82]}, {'text': 'IMANAISFAKE', 'indices': [83, 95]}, {'text': 'imanacares', 'indices': [96, 107]}, {'text': 'imanacaresisfake', 'indices': [108, 125]}]"
docpintor,"IMANA is a fake organisation that has been circulating on Instagram and twitter claiming to raise funds for India under #helpindiabreathe . Kindly spread the word and save people from being scammed.

#fakeorganisation #fakenews #BreakTheChain #Help #SpreadTheWord",[]
Imabhijeet,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
rd0t5,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
delBlancoOmar1,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Imirshadali,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
thisiscarrick,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
harsha_annangi,"#covid19helpdelhi
Save her 
#COVID19India 
#helpindiabreathe https://t.co/MumLh9vLQg","[{'text': 'covid19helpdelhi', 'indices': [0, 17]}, {'text': 'COVID19India', 'indices': [28, 41]}, {'text': 'helpindiabreathe', 'indices': [43, 60]}]"
AyushPa23367117,@narendramodi Please serve your duty by helping our people #COVIDEmergency #helpindia #helpindiabreathe https://t.co/wxDWL1fHlZ,"[{'text': 'COVIDEmergency', 'indices': [59, 74]}, {'text': 'helpindia', 'indices': [75, 85]}, {'text': 'helpindiabreathe', 'indices': [86, 103]}]"
gsingal_G,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ezz_elshamy,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
pranjaltiw,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
godfooder,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
fi6eliis,#helpindiabreathe : who choke dem 🤥,"[{'text': 'helpindiabreathe', 'indices': [0, 17]}]"
KevatPandya,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
TheDarkKnlght09,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
adrianofgmatos,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
martingongg,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
EkmatraBhagwan,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Patryk02708754,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
shalinsaini29,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
invictus212,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
TheYoukoi,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
TeamSuperMS,"We're ending our #TeamSuperFamilyTime by encouraging you all to get involved! @Lilly will be joining @JayShettyIW tomorrow to #helpindiabreathe. Let's join, support, and help in anyway we can #TeamSuper ❤️ https://t.co/WVI8eDeESd","[{'text': 'TeamSuperFamilyTime', 'indices': [37, 57]}]"
TeamSuper_TT,"We're ending our #TeamSuperFamilyTime by encouraging you all to get involved! @Lilly will be joining @JayShettyIW tomorrow to #helpindiabreathe. Let's join, support, and help in anyway we can #TeamSuper ❤️ https://t.co/WVI8eDeESd","[{'text': 'TeamSuperFamilyTime', 'indices': [37, 57]}]"
kizhakoot,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
lillysinghposts,"We're ending our #TeamSuperFamilyTime by encouraging you all to get involved! @Lilly will be joining @JayShettyIW tomorrow to #helpindiabreathe. Let's join, support, and help in anyway we can #TeamSuper ❤️ https://t.co/WVI8eDeESd","[{'text': 'TeamSuperFamilyTime', 'indices': [37, 57]}]"
ishub51,"I request you to all #citizens please help other's,every minute people are loosing their lives,please show humanity 🙏
#helpindiabreathe #HumanityFirst","[{'text': 'citizens', 'indices': [21, 30]}, {'text': 'helpindiabreathe', 'indices': [118, 135]}, {'text': 'HumanityFirst', 'indices': [136, 150]}]"
Anjulique_DaArt,"We're ending our #TeamSuperFamilyTime by encouraging you all to get involved! @Lilly will be joining @JayShettyIW tomorrow to #helpindiabreathe. Let's join, support, and help in anyway we can #TeamSuper ❤️ https://t.co/WVI8eDeESd","[{'text': 'TeamSuperFamilyTime', 'indices': [37, 57]}]"
MamboNumberPhi,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
rohan_kakkad,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
KrishDangayach,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
LillySinghFans,"We're ending our #TeamSuperFamilyTime by encouraging you all to get involved! @Lilly will be joining @JayShettyIW tomorrow to #helpindiabreathe. Let's join, support, and help in anyway we can #TeamSuper ❤️ https://t.co/WVI8eDeESd","[{'text': 'TeamSuperFamilyTime', 'indices': [17, 37]}, {'text': 'helpindiabreathe', 'indices': [126, 143]}, {'text': 'TeamSuper', 'indices': [192, 202]}]"
sjr218,"@johnpavlovitz @mama_c2 I wonder if they could take melatonin? The lungs fill up with cytokines and they can’t breathe. Melatonin can arrest those cytokines. (I’m not a doctor, don’t want to be. It’s just that when I know something, I share something). #helpindiabreathe","[{'text': 'helpindiabreathe', 'indices': [253, 270]}]"
beingfahadd,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
farhanSfahim,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
thematgraf,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
